species_normalized,scientific_name_gbif,species_key,accepted_taxon_key,latitude,longitude,distance_km,dataset_key,dataset_name,publisher,gbif_id
calyptocarpus vialis,Calyptocarpus vialis,3091480.0,3091480,18.672648,73.746507,20.529596183426204,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234238000
azadirachta indica,Azadirachta indica,3190474.0,3190474,18.623993,73.654277,24.24715154478919,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234246128
polyalthia longifolia,Polyalthia longifolia,3156422.0,3156422,18.534292,73.839457,2.3856160238051305,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234251606
portulaca oleracea,Portulaca oleracea,3084719.0,3084719,18.623993,73.654277,24.24715154478919,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234252333
pontederia crassipes,Pontederia crassipes,2765942.0,2765942,18.624331,73.768936,14.803067515895055,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234253893
ficus elastica,Ficus elastica,7835333.0,7835333,18.530215,73.850951,1.248403295328738,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234265529
jatropha nana,Jatropha nana,3072834.0,3072834,18.580396,73.805829,8.559461448666651,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234267468
albizia lebbeck,Albizia lebbeck,2973215.0,2973215,18.531967,73.813049,4.778594813501082,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234270383
plumeria obtusa,Plumeria obtusa,3169677.0,3169677,18.598881,73.717849,17.04067974858454,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234284443
parthenium hysterophorus,Parthenium hysterophorus,3086784.0,3086784,18.562369,73.794617,8.0383808096097,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234299837
peltophorum pterocarpum,Peltophorum pterocarpum,2952775.0,2952775,18.531121,73.847807,1.5166673785720364,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234300325
cassia fistula,Cassia fistula,5357108.0,5357108,18.600479,73.718422,17.080724660238214,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234305259
calotropis gigantea,Calotropis gigantea,3579089.0,3579089,18.5625,73.794322,8.07215999251653,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234305869
cocos nucifera,Cocos nucifera,2735117.0,2735117,18.533887,73.839885,2.322075458239849,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234309480
cassia fistula,Cassia fistula,5357108.0,5357108,18.410512,73.773423,15.048234273396737,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234317009
cocos nucifera,Cocos nucifera,2735117.0,2735117,18.532934,73.841834,2.097395667046543,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234317802
syzygium cumini,Syzygium cumini,3183840.0,3183840,18.599701,73.717957,17.0777727175286,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234322867
dolichandrone falcata,Dolichandrone falcata,4091174.0,4091174,18.626814,73.650031,24.789912469014087,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234324106
lagerstroemia speciosa,Lagerstroemia speciosa,3188724.0,3188724,18.13997,73.846992,42.31435360320465,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234335161
broussonetia papyrifera,Broussonetia papyrifera,5361944.0,5361944,18.546675,73.824811,4.454110182704094,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234335420
ficus religiosa,Ficus religiosa,5361935.0,5361935,18.535612,73.83794,2.6025471100576847,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234343254
peltophorum pterocarpum,Peltophorum pterocarpum,2952775.0,2952775,18.53033,73.847908,1.4416856769439734,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234355909
ficus benghalensis,Ficus benghalensis,5361919.0,5361919,18.536617,73.836193,2.8153696436842566,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234361461
vachellia nilotica,Vachellia nilotica,3974744.0,3974744,18.726151,73.666562,30.411199304026628,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234364732
ecbolium ligustrinum,Ecbolium ligustrinum,5576253.0,5576253,18.530767,73.831456,2.90047023383779,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234366930
diospyros melanoxylon,Diospyros melanoxylon,7715874.0,7715874,18.673633,73.746593,20.614886045221542,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234369275
soymida febrifuga,Soymida febrifuga,3850622.0,3850622,18.408077,73.749708,16.83256175500066,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234370901
cassia fistula,Cassia fistula,5357108.0,5357108,18.60054,73.718588,17.069332479401464,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234384306
nerium oleander,Nerium oleander,3169756.0,3169756,18.568075,73.758813,11.601430421488681,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234388309
combretum albidum,Combretum albidum,7327060.0,7327060,18.568552,73.824899,6.317236469586828,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234390261
alternanthera ficoidea,Alternanthera ficoidea,8160803.0,8160803,18.481915,73.810608,6.475760420534803,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234393364
ficus religiosa,Ficus religiosa,5361935.0,5361935,18.535171,73.838588,2.518765962162181,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234400769
cassia fistula,Cassia fistula,5357108.0,5357108,18.13972,73.847537,42.34079112678103,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234400798
ricinus communis,Ricinus communis,5380041.0,5380041,18.535863,73.884003,3.353013471389553,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234410925
syzygium cumini,Syzygium cumini,3183840.0,3183840,18.59949,73.719578,16.91947029678413,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234411409
delonix regia,Delonix regia,2956176.0,2956176,18.534876,73.838268,2.523390654482964,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234415380
mangifera indica,Mangifera indica,3190638.0,3190638,18.56684,73.824882,6.157703175599564,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234419028
wrightia tinctoria,Wrightia tinctoria,5536686.0,5536686,18.511485,73.775992,8.56732302906703,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234419399
solanum torvum,Solanum torvum,2932389.0,2932389,18.562578,73.794369,8.07315819680142,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234423860
pongamia pinnata,Pongamia pinnata,2965911.0,2965911,18.536125,73.78251,8.015018045765135,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234424606
plumbago zeylanica,Plumbago zeylanica,3082282.0,3082282,18.562873,73.79368,8.151347011163532,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234425103
acalypha wilkesiana,Acalypha wilkesiana,3057221.0,3057221,18.59983,73.719703,16.927897616019543,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234436837
canna indica,Canna indica,8034409.0,8034409,18.598458,73.717586,17.040507681821488,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234439473
carica papaya,Carica papaya,2874484.0,2874484,18.595505,73.790413,10.888975989101596,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234440520
hamelia patens,Hamelia patens,2902066.0,2902066,18.599465,73.717288,17.124725740699052,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234449615
carica papaya,Carica papaya,2874484.0,2874484,18.148618,73.848871,41.34858747336984,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234451690
pithecellobium dulce,Pithecellobium dulce,2962831.0,2962831,18.531153,73.845224,1.701067403147858,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234454664
ficus religiosa,Ficus religiosa,5361935.0,5361935,18.600576,73.718979,17.036285726217514,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234460330
wrightia tinctoria,Wrightia tinctoria,5536686.0,5536686,18.095731,73.758072,48.35532913047422,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234466302
delonix regia,Delonix regia,2956176.0,2956176,18.521059,73.821641,3.6972123156324552,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234467710
ricinus communis,Ricinus communis,5380041.0,5380041,18.555828,73.907167,6.6201811848277945,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234467892
delonix regia,Delonix regia,2956176.0,2956176,18.598924,73.718184,17.012810145776136,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234474515
grevillea robusta,Grevillea robusta,2891791.0,2891791,18.531521,73.845235,1.7292629740563927,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234475923
crotalaria pallida,Crotalaria pallida,8260433.0,8260433,18.626812,73.650034,24.789528566758698,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234480619
parthenium hysterophorus,Parthenium hysterophorus,3086784.0,3086784,18.725969,73.671623,30.047144657702493,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234515610
broussonetia papyrifera,Broussonetia papyrifera,5361944.0,5361944,18.556979,73.807811,6.565729290265247,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234518439
mimosa pudica,Mimosa pudica,2969284.0,2969284,18.148782,73.848507,41.33114113346426,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234528095
muntingia calabura,Muntingia calabura,3152036.0,3152036,18.530438,73.82866,3.1600390279444803,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234528329
ficus religiosa,Ficus religiosa,5361935.0,5361935,18.576908,73.781655,10.102858907925956,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234529524
ficus benghalensis,Ficus benghalensis,5361919.0,5361919,18.493334,73.83295,3.9152655768929128,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234535903
delonix regia,Delonix regia,2956176.0,2956176,18.53485,73.882842,3.190352472396389,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234564526
ficus benghalensis,Ficus benghalensis,5361919.0,5361919,18.463974,73.868416,6.394779921945276,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234565313
phyla nodiflora,Phyla nodiflora,5341112.0,5341112,18.620089,73.655093,23.967881400381035,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234568638
azadirachta indica,Azadirachta indica,3190474.0,3190474,18.600303,73.718807,17.0358968302221,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234568927
verbascum coromandelianum,Verbascum coromandelianum,7333197.0,7333197,18.531559,73.827396,3.329461687465111,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234574496
capparis grandis,Capparis grandis,7552967.0,7552967,18.52549,73.815385,4.392653595370013,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234580097
gmelina arborea,Gmelina arborea,8247889.0,8247889,18.554642,73.789114,8.078823292646844,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234584047
capparis grandis,Capparis grandis,7552967.0,7552967,18.52549,73.815385,4.392653595370013,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234585610
ipomoea carnea,Ipomoea carnea,2928590.0,2928590,18.721846,73.667595,29.980440025461256,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234590821
pongamia pinnata,Pongamia pinnata,2965911.0,2965911,18.563406,73.793925,8.164870597239744,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234595377
passiflora foetida,Passiflora foetida,2874211.0,2874211,18.56329,73.793938,8.156212735105706,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234603839
cassia fistula,Cassia fistula,5357108.0,5357108,18.495619,73.801206,6.467849309536243,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234607562
dolichandrone falcata,Dolichandrone falcata,4091174.0,4091174,18.623993,73.654277,24.24715154478919,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234609649
polyalthia longifolia,Polyalthia longifolia,3156422.0,3156422,18.534428,73.839191,2.4167883534391,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234610342
ipomoea cairica,Ipomoea cairica,2928531.0,2928531,18.527343,73.829416,2.9784627218778637,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234611074
asparagus racemosus,Asparagus racemosus,2768632.0,2768632,18.59918,73.71947,16.91132719168579,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234619827
butea monosperma,Butea monosperma,8234570.0,8234570,18.530674,73.814339,4.6100494355546635,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234621060
holoptelea integrifolia,Holoptelea integrifolia,4160169.0,4160169,18.535299,73.83797,2.5776395864543966,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234622541
lannea coromandelica,Lannea coromandelica,3661151.0,3661151,18.529347,73.816667,4.3364847208365775,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234624762
capparis grandis,Capparis grandis,7552967.0,7552967,18.52964,73.815642,4.4491479650185495,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234637350
ficus religiosa,Ficus religiosa,5361935.0,5361935,18.593277,73.800713,10.024921947146616,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234644615
senegalia catechu,Senegalia catechu,3796190.0,3796190,18.635251,73.665978,23.815879194347477,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234648647
prosopis juliflora,Prosopis juliflora,5358460.0,5358460,18.562873,73.79368,8.151347011163532,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234650075
dypsis lutescens,Dypsis lutescens,2735935.0,2735935,18.538008,73.88562,3.6235678407570684,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234653190
plumbago auriculata,Plumbago auriculata,3082283.0,3082283,18.53611,73.782495,8.016198131895035,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234665262
ipomoea carnea,Ipomoea carnea,2928590.0,2928590,18.623993,73.654277,24.24715154478919,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234667744
caryota urens,Caryota urens,2738914.0,2738914,18.596828,73.71938,16.78561430328248,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234670954
argemone mexicana,Argemone mexicana,2888485.0,2888485,18.565158,73.795503,8.148106828238914,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234675670
ehretia laevis,Ehretia laevis,4066496.0,4066496,18.675309,73.745927,20.808449800893392,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234679881
mitragyna parvifolia,Mitragyna parvifolia,2900484.0,2900484,18.564372,73.795883,8.063139741150113,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234683277
azadirachta indica,Azadirachta indica,3190474.0,3190474,18.563172,73.913995,7.687921447450224,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234696536
polyalthia longifolia,Polyalthia longifolia,3156422.0,3156422,18.535213,73.837873,2.579366091763255,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234701052
chromolaena odorata,Chromolaena odorata,3087725.0,3087725,18.593338,73.800743,10.028544610517814,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234704886
broussonetia papyrifera,Broussonetia papyrifera,5361944.0,5361944,18.529995,73.851951,1.1785648681748757,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234705322
peltophorum pterocarpum,Peltophorum pterocarpum,2952775.0,2952775,18.534922,73.882758,3.1867533025039303,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234706357
lagerstroemia speciosa,Lagerstroemia speciosa,3188724.0,3188724,18.548899,73.829893,4.246130409684501,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234711059
flueggea leucopyrus,Flueggea leucopyrus,5382877.0,5382877,18.64703,73.811583,14.86190494718139,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234713799
clitoria ternatea,Clitoria ternatea,2946519.0,2946519,18.145819,73.842984,41.676717200089044,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234716880
syzygium cumini,Syzygium cumini,3183840.0,3183840,18.601053,73.719412,17.025270152454254,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234722323
grevillea robusta,Grevillea robusta,2891791.0,2891791,18.52994,73.851513,1.1934739422364187,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234723343
mangifera indica,Mangifera indica,3190638.0,3190638,18.530581,73.850863,1.2885389384911212,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234723926
euphorbia hirta,Euphorbia hirta,3068937.0,3068937,18.578465,73.781573,10.218107061136859,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234743060
ficus religiosa,Ficus religiosa,5361935.0,5361935,18.533957,73.839626,2.347979401775263,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234748877
delonix regia,Delonix regia,2956176.0,2956176,18.501954,73.816634,4.696234545266059,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234754385
murraya koenigii,Murraya koenigii,5421333.0,5421333,18.145819,73.842984,41.676717200089044,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234758857
crossandra infundibuliformis,Crossandra infundibuliformis,6359825.0,6359825,18.59846,73.719517,16.865773539160024,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234763628
cassia fistula,Cassia fistula,5357108.0,5357108,18.499171,73.606517,26.485422415828946,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234766472
phyllanthus reticulatus,Phyllanthus reticulatus,5382478.0,5382478,18.481915,73.810608,6.475760420534803,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234768291
tecoma stans,Tecoma stans,3172492.0,3172492,18.568675,73.757675,11.738613562429837,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234780850
saraca asoca,Saraca asoca,7458904.0,7458904,18.430385,73.69855,19.451948133409648,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234780864
delonix regia,Delonix regia,2956176.0,2956176,18.559842,73.914672,7.522442291326682,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234781831
oxalis corniculata,Oxalis corniculata,8427624.0,8427624,18.523533,73.843697,1.4145461477270074,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234787200
artocarpus heterophyllus,Artocarpus heterophyllus,2984565.0,2984565,18.60077,73.717768,17.15641488604034,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234790907
psidium guajava,Psidium guajava,5420380.0,5420380,18.145819,73.842984,41.676717200089044,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234798863
lannea coromandelica,Lannea coromandelica,3661151.0,3661151,18.675083,73.746085,20.77830965679013,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234799675
